credit_id,client_id,cycle,objet,montant,duree_mois,dti,date_debut,en_defaut
6310,2108,CYCLE_3,LOGEMENT,12354,12,0.177,2023-11-07,0
6311,2109,CYCLE_1,EDUCATION,8766,6,0.595,2024-06-05,0
6312,2109,CYCLE_1,MICRO_ENTREPRISE,4281,12,0.183,2023-04-24,0
6313,2110,CYCLE_1,MICRO_ENTREPRISE,2111,18,0.202,2024-10-02,0
6314,2110,CYCLE_1,CONSOMMATION,3335,12,0.279,2023-10-02,0
6315,2110,CYCLE_3,LOGEMENT,6018,9,0.127,2023-09-07,0
6316,2110,CYCLE_2,EDUCATION,5101,9,0.572,2023-08-24,1
6317,2111,CYCLE_3,CONSOMMATION,6904,24,0.5,2024-07-10,0
6318,2111,CYCLE_1,CONSOMMATION,2878,9,0.409,2024-08-11,0
6319,2111,CYCLE_2,CONSOMMATION,5219,24,0.393,2025-09-30,0
6320,2111,CYCLE_3,CONSOMMATION,7460,12,0.257,2025-09-08,0
6321,2111,CYCLE_3,LOGEMENT,4611,24,0.05,2025-01-01,0
6322,2111,CYCLE_3,LOGEMENT,2316,18,0.37,2025-03-07,0
6323,2112,CYCLE_3,SANTE,4994,12,0.168,2023-09-24,0
6324,2113,CYCLE_1,LOGEMENT,3367,18,0.086,2024-06-27,0
6325,2113,CYCLE_3,SANTE,6573,18,0.373,2024-12-15,0
6326,2113,CYCLE_1,SANTE,4040,12,0.56,2023-11-27,1
6327,2114,CYCLE_1,CONSOMMATION,300,12,0.262,2023-12-07,0
6328,2114,CYCLE_4,EDUCATION,720,12,0.447,2023-12-01,0
6329,2114,CYCLE_2,LOGEMENT,614,6,0.092,2023-09-06,0
6330,2115,CYCLE_3,EDUCATION,16741,18,0.398,2025-09-27,1
6331,2116,CYCLE_3,MICRO_ENTREPRISE,10708,24,0.247,2023-03-08,0
6332,2117,CYCLE_1,MICRO_ENTREPRISE,3367,6,0.496,2024-07-23,0
6333,2117,CYCLE_3,SANTE,5510,6,0.113,2024-02-25,0
6334,2117,CYCLE_3,CONSOMMATION,6099,24,0.847,2024-01-24,0
6335,2117,CYCLE_1,CONSOMMATION,3786,24,0.103,2025-11-06,0
6336,2117,CYCLE_3,EDUCATION,4768,12,0.249,2025-11-25,0
6337,2118,CYCLE_1,CONSOMMATION,1674,6,0.189,2025-12-15,0
6338,2118,CYCLE_1,CONSOMMATION,3001,6,0.05,2024-05-27,0
6339,2118,CYCLE_1,SANTE,3266,12,0.251,2025-01-06,0
6340,2118,CYCLE_2,SANTE,4718,9,0.608,2023-04-10,0
6341,2118,CYCLE_2,SANTE,2716,18,0.102,2024-03-31,0
6342,2119,CYCLE_1,LOGEMENT,300,12,0.13,2025-04-09,0
6343,2119,CYCLE_2,EDUCATION,300,12,0.307,2024-06-15,1
6344,2119,CYCLE_1,CONSOMMATION,300,18,0.495,2025-03-11,0
6345,2119,CYCLE_1,EDUCATION,300,6,0.166,2024-10-19,1
6346,2119,CYCLE_2,LOGEMENT,300,6,0.175,2024-06-09,0
6347,2119,CYCLE_1,EDUCATION,300,6,0.376,2025-06-13,0
6348,2120,CYCLE_1,CONSOMMATION,1985,12,0.304,2024-05-17,0
6349,2120,CYCLE_2,SANTE,4632,24,0.13,2026-01-22,1
6350,2120,CYCLE_2,SANTE,4103,6,0.265,2024-07-13,1
6351,2121,CYCLE_4,EDUCATION,13004,6,0.519,2024-09-24,0
6352,2121,CYCLE_1,EDUCATION,3837,12,0.554,2025-09-08,0
6353,2122,CYCLE_4,MICRO_ENTREPRISE,1652,18,0.68,2024-02-05,0
6354,2123,CYCLE_3,CONSOMMATION,7710,6,0.532,2025-09-14,0
6355,2123,CYCLE_2,MICRO_ENTREPRISE,5935,9,0.37,2025-01-02,0
6356,2123,CYCLE_1,CONSOMMATION,2220,18,0.113,2024-07-14,0
6357,2124,CYCLE_1,CONSOMMATION,2704,18,0.424,2023-11-16,0
6358,2124,CYCLE_1,SANTE,1911,12,0.226,2023-07-23,0
6359,2124,CYCLE_1,LOGEMENT,3892,12,0.256,2024-02-19,0
6360,2124,CYCLE_2,SANTE,6325,12,0.538,2025-06-03,0
6361,2124,CYCLE_1,MICRO_ENTREPRISE,3742,9,0.566,2024-02-08,0
6362,2125,CYCLE_2,MICRO_ENTREPRISE,4706,6,0.251,2024-06-23,0
6363,2125,CYCLE_3,SANTE,11516,12,0.253,2023-03-05,0
6364,2125,CYCLE_3,MICRO_ENTREPRISE,9383,24,0.42,2025-03-24,0
6365,2126,CYCLE_3,LOGEMENT,12330,12,0.278,2023-07-01,0
6366,2126,CYCLE_1,LOGEMENT,8531,12,0.116,2023-09-25,0
6367,2127,CYCLE_3,CONSOMMATION,740,12,0.12,2024-05-15,0
6368,2127,CYCLE_3,EDUCATION,582,12,0.478,2024-07-25,0
6369,2127,CYCLE_1,SANTE,300,24,0.198,2024-08-17,0
6370,2127,CYCLE_3,MICRO_ENTREPRISE,559,24,0.267,2024-01-28,0
6371,2127,CYCLE_2,EDUCATION,526,24,0.494,2023-07-31,0
6372,2127,CYCLE_2,MICRO_ENTREPRISE,437,18,0.234,2023-11-09,0
6373,2127,CYCLE_2,EDUCATION,517,18,0.422,2026-02-17,0
6374,2128,CYCLE_3,MICRO_ENTREPRISE,12731,18,0.423,2025-09-06,0
6375,2128,CYCLE_2,SANTE,14731,9,0.528,2023-05-22,1
6376,2129,CYCLE_3,CONSOMMATION,4499,24,0.224,2023-03-01,0
6377,2129,CYCLE_3,MICRO_ENTREPRISE,3125,18,0.556,2024-03-17,0
6378,2129,CYCLE_3,EDUCATION,6734,12,0.146,2024-10-28,0
6379,2129,CYCLE_1,EDUCATION,1934,18,0.364,2023-09-10,0
6380,2129,CYCLE_3,LOGEMENT,4662,6,0.103,2025-12-12,0
6381,2130,CYCLE_1,MICRO_ENTREPRISE,1234,12,0.127,2023-12-08,1
6382,2130,CYCLE_1,LOGEMENT,2495,12,0.482,2023-07-15,1
6383,2130,CYCLE_2,EDUCATION,2658,6,0.658,2023-06-09,0
6384,2130,CYCLE_1,LOGEMENT,4197,6,0.05,2025-02-26,0
6385,2130,CYCLE_3,SANTE,4710,18,0.23,2024-02-26,0
6386,2130,CYCLE_2,EDUCATION,4307,12,0.234,2025-11-14,1
6387,2130,CYCLE_2,EDUCATION,4138,24,0.143,2023-10-04,1
6388,2131,CYCLE_2,EDUCATION,4299,12,0.652,2025-11-03,0
6389,2131,CYCLE_2,SANTE,3111,6,0.216,2025-02-12,0
6390,2131,CYCLE_1,CONSOMMATION,1516,18,0.087,2025-04-02,0
6391,2132,CYCLE_1,CONSOMMATION,2664,6,0.207,2023-10-25,0
6392,2132,CYCLE_1,LOGEMENT,2995,12,0.505,2024-12-16,0
6393,2132,CYCLE_1,LOGEMENT,3862,24,0.503,2024-04-19,0
6394,2132,CYCLE_3,MICRO_ENTREPRISE,3832,12,0.358,2025-06-05,0
6395,2133,CYCLE_1,EDUCATION,4969,9,0.199,2025-11-18,0
6396,2133,CYCLE_1,SANTE,4598,24,0.239,2025-06-20,0
6397,2133,CYCLE_1,EDUCATION,4780,18,0.19,2024-03-12,0
6398,2133,CYCLE_4,MICRO_ENTREPRISE,13712,18,0.38,2025-10-10,0
6399,2134,CYCLE_1,MICRO_ENTREPRISE,302,12,0.139,2024-08-15,0
6400,2134,CYCLE_1,CONSOMMATION,460,12,0.174,2025-07-06,0
6401,2135,CYCLE_4,CONSOMMATION,12998,9,0.217,2024-07-06,0
6402,2136,CYCLE_2,MICRO_ENTREPRISE,5013,18,0.079,2026-01-07,1
6403,2137,CYCLE_2,EDUCATION,560,9,0.057,2024-07-07,0
6404,2138,CYCLE_1,LOGEMENT,11538,24,0.338,2025-07-03,0
6405,2138,CYCLE_2,LOGEMENT,8260,24,0.715,2024-07-12,0
6406,2138,CYCLE_4,EDUCATION,24864,9,0.294,2023-11-16,0
6407,2139,CYCLE_3,EDUCATION,7133,18,0.2,2023-12-02,1
6408,2139,CYCLE_3,EDUCATION,5566,9,0.233,2025-08-19,0
6409,2139,CYCLE_1,LOGEMENT,3080,12,0.353,2025-12-28,0
6410,2139,CYCLE_1,SANTE,2703,24,0.265,2024-06-12,0
6411,2140,CYCLE_1,EDUCATION,340,6,0.3,2023-11-15,0
6412,2140,CYCLE_2,EDUCATION,301,6,0.132,2026-01-17,0
6413,2141,CYCLE_1,LOGEMENT,6439,18,0.448,2024-08-14,0
6414,2141,CYCLE_1,EDUCATION,9629,6,0.163,2023-09-29,0
6415,2141,CYCLE_4,LOGEMENT,12837,6,0.313,2024-06-23,0
6416,2141,CYCLE_1,LOGEMENT,3955,18,0.567,2023-07-31,0
6417,2141,CYCLE_1,MICRO_ENTREPRISE,7301,18,0.477,2024-11-15,0
6418,2141,CYCLE_1,CONSOMMATION,7904,6,0.69,2023-08-22,1
6419,2142,CYCLE_1,LOGEMENT,5036,18,0.288,2025-04-14,1
6420,2142,CYCLE_2,LOGEMENT,7531,24,0.238,2024-07-17,1
6421,2142,CYCLE_1,CONSOMMATION,3782,6,0.425,2025-03-25,1
6422,2142,CYCLE_2,LOGEMENT,10298,12,0.244,2024-09-18,1
6423,2142,CYCLE_1,SANTE,2280,18,0.22,2025-10-06,1
6424,2142,CYCLE_1,LOGEMENT,4949,18,0.479,2023-07-04,0
6425,2143,CYCLE_3,LOGEMENT,9777,12,0.319,2025-01-20,0
6426,2143,CYCLE_1,EDUCATION,6117,6,0.358,2023-06-07,0
6427,2143,CYCLE_2,LOGEMENT,5891,24,0.344,2023-05-20,0
6428,2143,CYCLE_1,LOGEMENT,5685,9,0.074,2024-07-29,0
6429,2143,CYCLE_3,CONSOMMATION,10233,12,0.38,2023-05-16,0
6430,2143,CYCLE_1,MICRO_ENTREPRISE,5358,24,0.123,2025-05-25,0
6431,2144,CYCLE_2,SANTE,13676,6,0.738,2025-11-09,0
6432,2144,CYCLE_1,CONSOMMATION,8791,12,0.38,2023-05-08,0
6433,2144,CYCLE_4,MICRO_ENTREPRISE,23940,6,0.571,2024-09-10,0
6434,2145,CYCLE_3,SANTE,7531,6,0.215,2024-06-17,0
6435,2145,CYCLE_2,EDUCATION,6122,18,0.05,2025-09-11,0
6436,2145,CYCLE_2,LOGEMENT,6251,9,0.497,2023-07-18,1
6437,2146,CYCLE_4,LOGEMENT,9151,9,0.315,2024-03-31,1
6438,2146,CYCLE_2,SANTE,8353,12,0.261,2025-01-20,0
6439,2146,CYCLE_3,EDUCATION,10130,12,0.246,2025-01-29,0
6440,2146,CYCLE_1,SANTE,6213,9,0.191,2024-06-15,0
6441,2147,CYCLE_2,CONSOMMATION,4790,12,0.199,2024-04-17,0
6442,2147,CYCLE_2,EDUCATION,4963,9,0.164,2025-02-25,1
6443,2147,CYCLE_2,EDUCATION,7266,6,0.226,2024-02-16,1
6444,2148,CYCLE_2,MICRO_ENTREPRISE,3978,18,0.159,2024-09-14,0
6445,2149,CYCLE_1,SANTE,602,12,0.415,2025-11-12,0
6446,2149,CYCLE_1,LOGEMENT,542,24,0.37,2024-01-23,0
6447,2149,CYCLE_1,LOGEMENT,699,12,0.335,2024-08-30,0
6448,2150,CYCLE_1,LOGEMENT,4355,18,0.198,2023-10-01,0
6449,2150,CYCLE_2,LOGEMENT,3251,18,0.374,2024-05-31,0
6450,2150,CYCLE_3,LOGEMENT,9531,24,0.638,2025-01-04,0
6451,2150,CYCLE_3,MICRO_ENTREPRISE,4695,6,0.134,2025-05-25,0
6452,2150,CYCLE_3,MICRO_ENTREPRISE,5617,18,0.515,2024-05-28,0
6453,2151,CYCLE_2,LOGEMENT,2430,18,0.374,2023-08-17,0
6454,2151,CYCLE_1,SANTE,3722,6,0.473,2025-02-09,0
6455,2152,CYCLE_1,LOGEMENT,3866,9,0.133,2023-08-27,0
6456,2152,CYCLE_1,SANTE,895,18,0.098,2024-08-30,0
6457,2152,CYCLE_1,SANTE,1858,6,0.563,2025-08-13,0
6458,2153,CYCLE_2,CONSOMMATION,2146,24,0.321,2024-06-04,1
6459,2154,CYCLE_1,CONSOMMATION,4607,12,0.402,2026-02-19,0
6460,2154,CYCLE_2,LOGEMENT,8776,6,0.259,2025-07-30,1
6461,2154,CYCLE_1,MICRO_ENTREPRISE,4415,12,0.343,2025-02-06,0
6462,2154,CYCLE_3,MICRO_ENTREPRISE,10507,6,0.296,2023-12-30,0
6463,2154,CYCLE_1,SANTE,7745,6,0.152,2024-04-02,0
6464,2154,CYCLE_2,SANTE,12055,12,0.453,2024-05-18,0
6465,2155,CYCLE_1,MICRO_ENTREPRISE,2040,12,0.101,2025-09-17,0
6466,2156,CYCLE_3,CONSOMMATION,7700,6,0.496,2024-01-05,0
6467,2157,CYCLE_2,EDUCATION,6215,12,0.615,2023-04-21,0
6468,2157,CYCLE_1,MICRO_ENTREPRISE,4023,6,0.156,2024-07-25,1
6469,2158,CYCLE_2,EDUCATION,4604,6,0.141,2024-02-18,0
6470,2158,CYCLE_1,SANTE,2841,18,0.288,2025-03-23,1
6471,2158,CYCLE_1,MICRO_ENTREPRISE,2688,18,0.732,2025-04-27,1
6472,2159,CYCLE_1,MICRO_ENTREPRISE,2468,18,0.181,2025-06-03,0
6473,2160,CYCLE_2,EDUCATION,7684,24,0.635,2023-04-12,1
6474,2161,CYCLE_3,CONSOMMATION,10058,6,0.54,2024-02-04,0
6475,2161,CYCLE_1,LOGEMENT,3250,12,0.398,2023-12-24,0
6476,2162,CYCLE_1,LOGEMENT,4498,24,0.05,2023-09-05,1
6477,2162,CYCLE_3,SANTE,7471,9,0.676,2025-05-27,0
6478,2163,CYCLE_1,MICRO_ENTREPRISE,5100,6,0.115,2024-01-28,1
6479,2163,CYCLE_2,EDUCATION,5042,24,0.511,2024-12-09,0
6480,2163,CYCLE_3,CONSOMMATION,8325,12,0.444,2023-07-03,1
6481,2163,CYCLE_4,LOGEMENT,13561,12,0.135,2023-06-10,0
6482,2164,CYCLE_2,CONSOMMATION,4434,18,0.788,2026-01-28,0
6483,2164,CYCLE_1,CONSOMMATION,1247,6,0.262,2024-01-02,0
6484,2164,CYCLE_4,SANTE,7522,6,0.173,2024-03-02,0
6485,2165,CYCLE_2,LOGEMENT,3752,6,0.36,2025-11-20,0
6486,2166,CYCLE_4,CONSOMMATION,776,18,0.107,2025-05-13,0
6487,2166,CYCLE_3,LOGEMENT,508,18,0.074,2025-09-14,1
6488,2167,CYCLE_3,EDUCATION,5378,12,0.253,2023-12-04,0
6489,2167,CYCLE_4,CONSOMMATION,6769,18,0.135,2024-12-18,0
6490,2167,CYCLE_3,SANTE,4924,24,0.207,2023-04-23,0
6491,2167,CYCLE_1,CONSOMMATION,2103,12,0.251,2025-04-30,0
6492,2167,CYCLE_3,EDUCATION,5964,12,0.409,2025-03-02,1
6493,2167,CYCLE_3,LOGEMENT,4198,18,0.636,2025-04-20,0
6494,2167,CYCLE_3,EDUCATION,4192,24,0.182,2025-06-04,0
6495,2167,CYCLE_3,SANTE,5482,18,0.149,2023-11-22,0
6496,2168,CYCLE_3,MICRO_ENTREPRISE,5120,24,0.289,2025-07-07,0
6497,2168,CYCLE_2,SANTE,6261,6,0.05,2023-06-10,0
6498,2168,CYCLE_2,EDUCATION,5525,6,0.404,2024-08-24,0
6499,2169,CYCLE_1,CONSOMMATION,3376,6,0.517,2023-11-21,0
6500,2169,CYCLE_2,SANTE,3418,12,0.581,2025-03-10,0
6501,2169,CYCLE_3,EDUCATION,4827,9,0.336,2025-06-16,1
6502,2169,CYCLE_2,CONSOMMATION,5681,12,0.357,2025-03-03,0
6503,2170,CYCLE_1,SANTE,12877,6,0.384,2023-12-25,0
6504,2171,CYCLE_3,LOGEMENT,4172,9,0.117,2023-03-10,0
6505,2171,CYCLE_4,EDUCATION,5468,9,0.079,2024-05-12,0
6506,2171,CYCLE_2,LOGEMENT,1530,24,0.54,2025-07-04,0
6507,2172,CYCLE_1,CONSOMMATION,2723,6,0.49,2024-12-30,0
6508,2173,CYCLE_1,LOGEMENT,6547,18,0.397,2023-12-06,1
6509,2173,CYCLE_2,EDUCATION,1503,9,0.272,2024-06-28,0
6510,2174,CYCLE_2,CONSOMMATION,5549,18,0.172,2026-01-21,0
6511,2174,CYCLE_1,LOGEMENT,1574,18,0.411,2023-06-01,1
6512,2174,CYCLE_2,CONSOMMATION,4393,9,0.483,2024-06-24,1
6513,2174,CYCLE_1,CONSOMMATION,4592,24,0.651,2023-12-03,0
6514,2175,CYCLE_1,LOGEMENT,6490,18,0.16,2023-09-01,1
6515,2175,CYCLE_1,SANTE,7700,18,0.554,2025-01-15,1
6516,2176,CYCLE_2,LOGEMENT,7156,9,0.399,2026-02-02,1
6517,2177,CYCLE_2,EDUCATION,2150,18,0.064,2024-06-12,0
6518,2177,CYCLE_2,SANTE,2085,12,0.276,2024-11-19,0
6519,2177,CYCLE_1,SANTE,1272,6,0.42,2024-07-15,0
6520,2177,CYCLE_1,CONSOMMATION,1828,18,0.52,2025-12-16,0
6521,2178,CYCLE_1,SANTE,3319,18,0.389,2024-01-20,0
6522,2178,CYCLE_3,CONSOMMATION,7628,24,0.155,2024-07-16,1
6523,2178,CYCLE_1,LOGEMENT,2254,18,0.662,2024-02-10,0
6524,2178,CYCLE_1,SANTE,2545,12,0.769,2025-03-14,0
6525,2179,CYCLE_2,EDUCATION,5163,18,0.269,2025-04-29,1
6526,2179,CYCLE_2,EDUCATION,5828,18,0.216,2023-05-12,1
6527,2179,CYCLE_1,MICRO_ENTREPRISE,3751,9,0.302,2023-07-31,1
6528,2179,CYCLE_2,CONSOMMATION,5737,24,0.205,2025-04-29,0
6529,2180,CYCLE_1,MICRO_ENTREPRISE,2584,24,0.359,2025-07-19,1
6530,2180,CYCLE_1,SANTE,5224,9,0.333,2023-08-09,1
6531,2180,CYCLE_2,EDUCATION,8938,9,0.447,2024-08-30,0
6532,2180,CYCLE_4,CONSOMMATION,9591,12,0.568,2024-12-14,0
6533,2181,CYCLE_3,MICRO_ENTREPRISE,18645,6,0.083,2026-01-23,0
6534,2182,CYCLE_2,LOGEMENT,7961,24,0.236,2025-03-08,1
6535,2182,CYCLE_3,EDUCATION,14539,18,0.497,2023-12-13,0
6536,2182,CYCLE_2,CONSOMMATION,8445,24,0.136,2024-05-23,0
6537,2182,CYCLE_1,SANTE,1801,9,0.409,2024-05-02,0
6538,2182,CYCLE_3,LOGEMENT,9023,6,0.3,2024-10-08,0
6539,2182,CYCLE_1,LOGEMENT,4225,6,0.595,2025-04-05,1
6540,2183,CYCLE_2,CONSOMMATION,10949,18,0.545,2023-07-10,1
6541,2183,CYCLE_3,CONSOMMATION,7461,9,0.139,2025-03-09,0
6542,2183,CYCLE_2,EDUCATION,7460,9,0.619,2025-01-11,0
6543,2183,CYCLE_1,LOGEMENT,1559,12,0.153,2024-10-04,0
6544,2184,CYCLE_1,SANTE,6149,6,0.262,2023-11-03,0
6545,2184,CYCLE_1,CONSOMMATION,4458,18,0.327,2025-09-01,0
6546,2184,CYCLE_1,EDUCATION,6480,24,0.325,2024-11-02,0
6547,2184,CYCLE_3,EDUCATION,8690,24,0.144,2025-08-26,0
6548,2184,CYCLE_3,CONSOMMATION,9165,18,0.443,2023-06-05,0
6549,2184,CYCLE_1,LOGEMENT,4649,18,0.416,2024-06-20,0
6550,2184,CYCLE_2,LOGEMENT,8367,6,0.194,2024-02-07,0
6551,2185,CYCLE_1,SANTE,1649,12,0.094,2024-01-16,0
6552,2186,CYCLE_1,EDUCATION,937,6,0.514,2024-10-31,0
6553,2186,CYCLE_2,LOGEMENT,955,18,0.324,2023-09-24,1
6554,2187,CYCLE_3,LOGEMENT,3586,9,0.578,2025-08-24,0
6555,2187,CYCLE_2,MICRO_ENTREPRISE,2978,24,0.232,2025-09-20,1
6556,2188,CYCLE_2,CONSOMMATION,2678,6,0.151,2025-08-06,1
6557,2189,CYCLE_4,EDUCATION,18016,18,0.05,2024-03-29,0
6558,2189,CYCLE_1,MICRO_ENTREPRISE,6173,12,0.396,2024-09-30,0
6559,2189,CYCLE_3,MICRO_ENTREPRISE,14064,24,0.195,2025-10-28,0
6560,2189,CYCLE_4,EDUCATION,17769,12,0.658,2024-12-22,0
6561,2190,CYCLE_1,EDUCATION,4887,12,0.545,2024-04-05,0
6562,2191,CYCLE_1,CONSOMMATION,5030,18,0.124,2024-08-07,0
6563,2191,CYCLE_1,EDUCATION,10613,9,0.146,2023-05-16,0
6564,2191,CYCLE_1,SANTE,8108,12,0.154,2025-09-27,0
6565,2191,CYCLE_2,SANTE,7436,6,0.389,2025-08-24,0
6566,2192,CYCLE_2,SANTE,6286,6,0.189,2025-08-05,0
6567,2192,CYCLE_2,LOGEMENT,9223,24,0.752,2025-08-22,1
6568,2193,CYCLE_1,SANTE,5204,18,0.05,2023-04-10,0
6569,2194,CYCLE_1,CONSOMMATION,4235,6,0.48,2026-01-30,0
6570,2194,CYCLE_1,CONSOMMATION,3882,6,0.142,2023-04-22,0
6571,2194,CYCLE_3,EDUCATION,9622,12,0.576,2023-08-17,0
6572,2194,CYCLE_1,LOGEMENT,5250,24,0.422,2023-05-09,0
6573,2195,CYCLE_3,EDUCATION,4392,9,0.281,2025-05-30,0
6574,2195,CYCLE_1,MICRO_ENTREPRISE,3767,24,0.354,2025-09-06,0
6575,2195,CYCLE_2,MICRO_ENTREPRISE,7688,18,0.555,2025-07-03,0
6576,2195,CYCLE_1,SANTE,4170,6,0.743,2024-08-05,1
6577,2195,CYCLE_2,CONSOMMATION,5897,12,0.466,2025-03-10,0
6578,2196,CYCLE_1,CONSOMMATION,3421,6,0.087,2024-02-12,0
6579,2196,CYCLE_1,CONSOMMATION,2443,18,0.131,2025-08-09,1
6580,2197,CYCLE_1,EDUCATION,3978,24,0.201,2023-03-22,0
6581,2197,CYCLE_2,CONSOMMATION,4585,12,0.169,2025-05-29,0
6582,2198,CYCLE_2,CONSOMMATION,5670,24,0.55,2024-02-22,1
6583,2198,CYCLE_3,LOGEMENT,4884,6,0.261,2026-01-21,0
6584,2199,CYCLE_1,CONSOMMATION,4740,12,0.695,2024-08-05,0
6585,2199,CYCLE_1,EDUCATION,3428,6,0.457,2023-11-05,0
6586,2199,CYCLE_1,SANTE,3879,12,0.384,2023-07-21,0
6587,2200,CYCLE_1,MICRO_ENTREPRISE,424,24,0.255,2026-02-22,0
6588,2200,CYCLE_1,EDUCATION,654,18,0.444,2023-07-06,0
6589,2200,CYCLE_2,LOGEMENT,300,18,0.627,2025-06-12,1
6590,2200,CYCLE_2,EDUCATION,864,12,0.277,2025-09-04,0
6591,2200,CYCLE_1,MICRO_ENTREPRISE,720,24,0.197,2024-11-21,0
6592,2201,CYCLE_1,MICRO_ENTREPRISE,6961,12,0.277,2025-12-20,0
6593,2201,CYCLE_3,CONSOMMATION,16791,18,0.091,2025-05-15,0
6594,2202,CYCLE_1,EDUCATION,657,6,0.212,2024-05-20,1
6595,2202,CYCLE_1,MICRO_ENTREPRISE,484,6,0.214,2024-05-15,0
6596,2202,CYCLE_2,LOGEMENT,895,12,0.054,2023-11-15,0
6597,2202,CYCLE_1,CONSOMMATION,453,24,0.232,2025-11-30,0
6598,2202,CYCLE_2,LOGEMENT,927,18,0.052,2024-05-26,0
6599,2202,CYCLE_1,MICRO_ENTREPRISE,689,12,0.275,2024-10-21,1
6600,2202,CYCLE_4,CONSOMMATION,1018,9,0.492,2024-04-29,0
6601,2203,CYCLE_2,LOGEMENT,2798,12,0.422,2025-05-03,0
6602,2203,CYCLE_4,LOGEMENT,5469,18,0.208,2025-05-06,0
6603,2203,CYCLE_3,LOGEMENT,6156,24,0.069,2024-05-31,0
6604,2203,CYCLE_1,EDUCATION,1573,12,0.206,2025-10-12,1
6605,2204,CYCLE_2,LOGEMENT,5165,6,0.15,2025-12-30,0
6606,2204,CYCLE_1,EDUCATION,4263,18,0.242,2025-10-06,0
6607,2205,CYCLE_3,MICRO_ENTREPRISE,9810,6,0.107,2025-02-04,0
6608,2205,CYCLE_1,MICRO_ENTREPRISE,12792,9,0.339,2025-08-17,0
6609,2205,CYCLE_3,MICRO_ENTREPRISE,16190,24,0.151,2024-09-21,0
6610,2205,CYCLE_1,MICRO_ENTREPRISE,11747,6,0.233,2025-01-04,0
6611,2205,CYCLE_1,EDUCATION,8883,9,0.281,2023-11-16,0
6612,2205,CYCLE_1,MICRO_ENTREPRISE,7884,12,0.415,2025-07-14,1
6613,2206,CYCLE_3,EDUCATION,9057,18,0.3,2024-09-22,0
6614,2207,CYCLE_1,EDUCATION,3098,6,0.413,2025-03-26,0
6615,2208,CYCLE_2,EDUCATION,6856,9,0.141,2024-07-18,0
6616,2208,CYCLE_1,EDUCATION,3691,24,0.292,2025-11-06,0
6617,2208,CYCLE_4,CONSOMMATION,6801,24,0.197,2025-07-30,0
6618,2209,CYCLE_1,MICRO_ENTREPRISE,599,18,0.669,2024-08-18,0
6619,2209,CYCLE_2,MICRO_ENTREPRISE,3918,24,0.44,2025-05-11,0
6620,2209,CYCLE_1,LOGEMENT,2297,6,0.13,2023-09-08,0
6621,2210,CYCLE_2,LOGEMENT,3551,24,0.226,2025-05-09,1
6622,2210,CYCLE_1,EDUCATION,2380,6,0.408,2023-08-15,0
6623,2210,CYCLE_1,MICRO_ENTREPRISE,2748,18,0.358,2025-09-01,0
6624,2210,CYCLE_1,MICRO_ENTREPRISE,577,18,0.666,2023-05-14,0
6625,2210,CYCLE_1,LOGEMENT,1992,9,0.109,2023-11-29,0
6626,2210,CYCLE_2,LOGEMENT,3305,18,0.05,2023-10-04,1
6627,2210,CYCLE_4,EDUCATION,5183,6,0.182,2023-06-15,0
6628,2211,CYCLE_3,LOGEMENT,12484,24,0.675,2025-01-09,0
6629,2211,CYCLE_1,LOGEMENT,13543,18,0.283,2025-08-18,0
6630,2211,CYCLE_1,SANTE,7146,9,0.554,2025-02-11,0
6631,2211,CYCLE_1,SANTE,12139,18,0.421,2025-06-10,0
6632,2212,CYCLE_2,CONSOMMATION,2972,24,0.55,2025-09-27,1
6633,2213,CYCLE_2,SANTE,4062,9,0.765,2025-12-15,0
6634,2213,CYCLE_1,LOGEMENT,2236,18,0.494,2025-12-19,0
6635,2213,CYCLE_1,LOGEMENT,468,6,0.088,2025-10-31,1
6636,2213,CYCLE_1,CONSOMMATION,4121,24,0.614,2023-06-18,1
6637,2213,CYCLE_2,SANTE,5532,12,0.216,2023-09-25,0
6638,2213,CYCLE_1,LOGEMENT,2019,18,0.141,2024-06-02,0
6639,2214,CYCLE_2,LOGEMENT,3908,12,0.411,2025-05-25,0
6640,2214,CYCLE_1,LOGEMENT,2372,12,0.233,2025-06-12,0
6641,2214,CYCLE_1,EDUCATION,2908,9,0.906,2023-12-12,0
6642,2215,CYCLE_1,LOGEMENT,10713,6,0.311,2025-11-13,1
6643,2215,CYCLE_2,EDUCATION,8542,18,0.062,2025-09-26,0
6644,2216,CYCLE_1,LOGEMENT,6016,24,0.366,2025-01-25,1
6645,2216,CYCLE_2,CONSOMMATION,6400,9,0.422,2023-07-01,0
6646,2216,CYCLE_2,MICRO_ENTREPRISE,5767,6,0.382,2025-02-10,0
6647,2216,CYCLE_1,MICRO_ENTREPRISE,2072,12,0.348,2023-03-18,1
6648,2217,CYCLE_1,LOGEMENT,3996,24,0.377,2024-07-17,1
6649,2217,CYCLE_2,SANTE,5059,6,0.62,2025-08-13,1
6650,2217,CYCLE_3,CONSOMMATION,6923,24,0.29,2025-05-25,0
6651,2217,CYCLE_1,CONSOMMATION,4157,9,0.517,2024-06-02,0
6652,2217,CYCLE_1,EDUCATION,2895,6,0.451,2024-04-07,1
6653,2217,CYCLE_2,SANTE,3811,9,0.395,2024-07-18,0
6654,2218,CYCLE_2,MICRO_ENTREPRISE,7197,12,0.413,2023-07-27,0
